name,symbol,isin,asset_class,instrument_type,provider,whitelist
Atal Realtech Limited,ATALREAL,INE0ALR01029,STOCK,EQUITY,NSE,TRUE
Atam Valves Limited,ATAM,INE09KD01013,STOCK,EQUITY,NSE,TRUE
Adani Total Gas Limited,ATGL,INE399L01023,STOCK,EQUITY,NSE,TRUE
Ather Energy Limited,ATHERENERG,INE0LEZ01016,STOCK,EQUITY,NSE,TRUE
Allcargo Terminals Limited,ATL,INE0NN701020,STOCK,EQUITY,NSE,TRUE
ATLANTAA LIMITED,ATLANTAA,INE285H01022,STOCK,EQUITY,NSE,TRUE
Atlanta Electricals Limited,ATLANTAELE,INE0Z4F01028,STOCK,EQUITY,NSE,TRUE
Atlas Cycles (Haryana) Limited,ATLASCYCLE,INE446A01025,STOCK,EQUITY,NSE,TRUE
Atul Limited,ATUL,INE100A01010,STOCK,EQUITY,NSE,TRUE
Atul Auto Limited,ATULAUTO,INE951D01028,STOCK,EQUITY,NSE,TRUE
AU Small Finance Bank Limited,AUBANK,INE949L01017,STOCK,EQUITY,NSE,TRUE
Auri Grow India Limited,AURIGROW,INE925Y01036,STOCK,EQUITY,NSE,TRUE
Aurionpro Solutions Limited,AURIONPRO,INE132H01018,STOCK,EQUITY,NSE,TRUE
Aurobindo Pharma Limited,AUROPHARMA,INE406A01037,STOCK,EQUITY,NSE,TRUE
Aurum PropTech Limited,AURUM,INE898S01029,STOCK,EQUITY,NSE,TRUE
Ausom Enterprise Limited,AUSOMENT,INE218C01016,STOCK,EQUITY,NSE,TRUE
Automotive Axles Limited,AUTOAXLES,INE449A01011,STOCK,EQUITY,NSE,TRUE
Autoline Industries Limited,AUTOIND,INE718H01014,STOCK,EQUITY,NSE,TRUE
Avadh Sugar & Energy Limited,AVADHSUGAR,INE349W01017,STOCK,EQUITY,NSE,TRUE
Avalon Technologies Limited,AVALON,INE0LCL01028,STOCK,EQUITY,NSE,TRUE
Avantel Limited,AVANTEL,INE005B01027,STOCK,EQUITY,NSE,TRUE
Avanti Feeds Limited,AVANTIFEED,INE871C01038,STOCK,EQUITY,NSE,TRUE
AVG Logistics Limited,AVG,INE680Z01018,STOCK,EQUITY,NSE,TRUE
Aditya Vision Limited,AVL,INE679V01027,STOCK,EQUITY,NSE,TRUE
Avonmore Capital & Management Services Limited,AVONMORE,INE323B01024,STOCK,EQUITY,NSE,TRUE
AVRO INDIA LIMITED,AVROIND,INE652Z01017,STOCK,EQUITY,NSE,TRUE
AVT Natural Products Limited,AVTNPL,INE488D01021,STOCK,EQUITY,NSE,TRUE
Awfis Space Solutions Limited,AWFIS,INE108V01019,STOCK,EQUITY,NSE,TRUE
Antony Waste Handling Cell Limited,AWHCL,INE01BK01022,STOCK,EQUITY,NSE,TRUE
AWL Agri Business Limited,AWL,INE699H01024,STOCK,EQUITY,NSE,TRUE
Axis Bank Limited,AXISBANK,INE238A01034,STOCK,EQUITY,NSE,TRUE
AXISCADES Technologies Limited,AXISCADES,INE555B01013,STOCK,EQUITY,NSE,TRUE
Axita Cotton Limited,AXITA,INE02EZ01022,STOCK,EQUITY,NSE,TRUE
Aye Finance Limited,AYE,INE501X01029,STOCK,EQUITY,NSE,TRUE
AYM Syntex Limited,AYMSYNTEX,INE193B01039,STOCK,EQUITY,NSE,TRUE
Azad Engineering Limited,AZAD,INE02IJ01035,STOCK,EQUITY,NSE,TRUE
Bafna Pharmaceuticals Limited,BAFNAPH,INE878I01022,STOCK,EQUITY,NSE,TRUE
B.A.G Films and Media Limited,BAGFILMS,INE116D01028,STOCK,EQUITY,NSE,TRUE
Baid Finserv Limited,BAIDFIN,INE020D01022,STOCK,EQUITY,NSE,TRUE
Bajaj Auto Limited,BAJAJ-AUTO,INE917I01010,STOCK,EQUITY,NSE,TRUE
Bajaj Consumer Care Limited,BAJAJCON,INE933K01021,STOCK,EQUITY,NSE,TRUE
Bajaj Electricals Limited,BAJAJELEC,INE193E01025,STOCK,EQUITY,NSE,TRUE
Bajaj Finserv Limited,BAJAJFINSV,INE918I01026,STOCK,EQUITY,NSE,TRUE
Bajaj Healthcare Limited,BAJAJHCARE,INE411U01027,STOCK,EQUITY,NSE,TRUE
Bajaj Housing Finance Limited,BAJAJHFL,INE377Y01014,STOCK,EQUITY,NSE,TRUE
Bajaj Hindusthan Sugar Limited,BAJAJHIND,INE306A01021,STOCK,EQUITY,NSE,TRUE
Bajaj Holdings & Investment Limited,BAJAJHLDNG,INE118A01012,STOCK,EQUITY,NSE,TRUE
Indef Manufacturing Limited,BAJAJINDEF,INE0O9T01021,STOCK,EQUITY,NSE,TRUE
Bajel Projects Limited,BAJEL,INE0KQN01018,STOCK,EQUITY,NSE,TRUE
Bajaj Finance Limited,BAJFINANCE,INE296A01032,STOCK,EQUITY,NSE,TRUE
Shree Tirupati Balajee Agro Trading Company Limited,BALAJEE,INE0S2G01011,STOCK,EQUITY,NSE,TRUE
Balaji Telefilms Limited,BALAJITELE,INE794B01026,STOCK,EQUITY,NSE,TRUE
Balaji Amines Limited,BALAMINES,INE050E01027,STOCK,EQUITY,NSE,TRUE
BALAXI PHARMACEUTICALS LIMITED,BALAXI,INE618N01022,STOCK,EQUITY,NSE,TRUE
Balkrishna Paper Mills Limited,BALKRISHNA,INE875R01011,STOCK,EQUITY,NSE,TRUE
Balkrishna Industries Limited,BALKRISIND,INE787D01026,STOCK,EQUITY,NSE,TRUE
Balmer Lawrie & Company Limited,BALMLAWRIE,INE164A01016,STOCK,EQUITY,NSE,TRUE
Bal Pharma Limited,BALPHARMA,INE083D01012,STOCK,EQUITY,NSE,TRUE
Balrampur Chini Mills Limited,BALRAMCHIN,INE119A01028,STOCK,EQUITY,NSE,TRUE
Balu Forge Industries Limited,BALUFORGE,INE011E01029,STOCK,EQUITY,NSE,TRUE
Banaras Beads Limited,BANARBEADS,INE655B01011,STOCK,EQUITY,NSE,TRUE
Bannari Amman Sugars Limited,BANARISUG,INE459A01010,STOCK,EQUITY,NSE,TRUE
Banco Products (I) Limited,BANCOINDIA,INE213C01025,STOCK,EQUITY,NSE,TRUE
Bandhan Bank Limited,BANDHANBNK,INE545U01014,STOCK,EQUITY,NSE,TRUE
Bang Overseas Limited,BANG,INE863I01016,STOCK,EQUITY,NSE,TRUE
Banka BioLoo Limited,BANKA,INE862Y01015,STOCK,EQUITY,NSE,TRUE
Bank of Baroda,BANKBARODA,INE028A01039,STOCK,EQUITY,NSE,TRUE
Bank of India,BANKINDIA,INE084A01016,STOCK,EQUITY,NSE,TRUE
Bansal Wire Industries Limited,BANSALWIRE,INE0B9K01025,STOCK,EQUITY,NSE,TRUE
Banswara Syntex Limited,BANSWRAS,INE629D01020,STOCK,EQUITY,NSE,TRUE
BASF India Limited,BASF,INE373A01013,STOCK,EQUITY,NSE,TRUE
Bannari Amman Spinning Mills Limited,BASML,INE186H01022,STOCK,EQUITY,NSE,TRUE
Bata India Limited,BATAINDIA,INE176A01028,STOCK,EQUITY,NSE,TRUE
Bayer Cropscience Limited,BAYERCROP,INE462A01022,STOCK,EQUITY,NSE,TRUE
Bharat Bijlee Limited,BBL,INE464A01036,STOCK,EQUITY,NSE,TRUE
Black Box Limited,BBOX,INE676A01027,STOCK,EQUITY,NSE,TRUE
The Bombay Burmah Trading Corporation Limited,BBTC,INE050A01025,STOCK,EQUITY,NSE,TRUE
B&B Triplewall Containers Limited,BBTCL,INE01EE01011,STOCK,EQUITY,NSE,TRUE
Brightcom Group Limited,BCG,INE425B01027,STOCK,EQUITY,NSE,TRUE
Bcl Industries Limited,BCLIND,INE412G01024,STOCK,EQUITY,NSE,TRUE
Brand Concepts Limited,BCONCEPTS,INE977Y01011,STOCK,EQUITY,NSE,TRUE
Bharat Dynamics Limited,BDL,INE171Z01026,STOCK,EQUITY,NSE,TRUE
Beardsell Limited,BEARDSELL,INE520H01022,STOCK,EQUITY,NSE,TRUE
Mrs. Bectors Food Specialities Limited,BECTORFOOD,INE495P01020,STOCK,EQUITY,NSE,TRUE
Bedmutha Industries Limited,BEDMUTHA,INE844K01012,STOCK,EQUITY,NSE,TRUE
Bharat Electronics Limited,BEL,INE263A01024,STOCK,EQUITY,NSE,TRUE
Bella Casa Fashion & Retail Limited,BELLACASA,INE344T01014,STOCK,EQUITY,NSE,TRUE
Belrise Industries Limited,BELRISE,INE894V01022,STOCK,EQUITY,NSE,TRUE
BEML Limited,BEML,INE258A01024,STOCK,EQUITY,NSE,TRUE
Bhansali Engineering Polymers Limited,BEPL,INE922A01025,STOCK,EQUITY,NSE,TRUE
Berger Paints (I) Limited,BERGEPAINT,INE463A01038,STOCK,EQUITY,NSE,TRUE
Best Agrolife Limited,BESTAGRO,INE052T01021,STOCK,EQUITY,NSE,TRUE
Beta Drugs Limited,BETA,INE351Y01019,STOCK,EQUITY,NSE,TRUE
BF Investment Limited,BFINVEST,INE878K01010,STOCK,EQUITY,NSE,TRUE
BF Utilities Limited,BFUTILITIE,INE243D01012,STOCK,EQUITY,NSE,TRUE
Bharatiya Global Infomedia Limited,BGLOBAL,INE224M01013,STOCK,EQUITY,NSE,TRUE
BGR Energy Systems Limited,BGRENERGY,INE661I01014,STOCK,EQUITY,NSE,TRUE
Bhagiradha Chemicals & Industries Limited,BHAGCHEM,INE414D01027,STOCK,EQUITY,NSE,TRUE
Bhageria Industries Limited,BHAGERIA,INE354C01027,STOCK,EQUITY,NSE,TRUE
Bhagyanagar India Limited,BHAGYANGR,INE458B01036,STOCK,EQUITY,NSE,TRUE
Bhandari Hosiery Exports Limited,BHANDARI,INE474E01029,STOCK,EQUITY,NSE,TRUE
Bharat Coking Coal Limited,BHARATCOAL,INE05XR01022,STOCK,EQUITY,NSE,TRUE
Bharat Forge Limited,BHARATFORG,INE465A01025,STOCK,EQUITY,NSE,TRUE
Bharat Gears Limited,BHARATGEAR,INE561C01019,STOCK,EQUITY,NSE,TRUE
Bharat Rasayan Limited,BHARATRAS,INE838B01021,STOCK,EQUITY,NSE,TRUE
Bharat Seats Limited,BHARATSE,INE415D01024,STOCK,EQUITY,NSE,TRUE
Bharat Wire Ropes Limited,BHARATWIRE,INE316L01019,STOCK,EQUITY,NSE,TRUE
Bharti Airtel Limited,BHARTIARTL,INE397D01024,STOCK,EQUITY,NSE,TRUE
Bharti Hexacom Limited,BHARTIHEXA,INE343G01021,STOCK,EQUITY,NSE,TRUE
Bharat Heavy Electricals Limited,BHEL,INE257A01026,STOCK,EQUITY,NSE,TRUE
Bigbloc Construction Limited,BIGBLOC,INE412U01025,STOCK,EQUITY,NSE,TRUE
Bikaji Foods International Limited,BIKAJI,INE00E101023,STOCK,EQUITY,NSE,TRUE
Bhartiya International Limited,BIL,INE828A01016,STOCK,EQUITY,NSE,TRUE
BIL VYAPAR LIMITED,BILVYAPAR,INE071A01013,STOCK,EQUITY,NSE,TRUE
Biocon Limited,BIOCON,INE376G01013,STOCK,EQUITY,NSE,TRUE
Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM,INE829A01014,STOCK,EQUITY,NSE,TRUE
Birla Cable Limited,BIRLACABLE,INE800A01015,STOCK,EQUITY,NSE,TRUE
Birla Corporation Limited,BIRLACORPN,INE340A01012,STOCK,EQUITY,NSE,TRUE
Aditya Birla Money Limited,BIRLAMONEY,INE865C01022,STOCK,EQUITY,NSE,TRUE
BirlaNu Limited,BIRLANU,INE557A01011,STOCK,EQUITY,NSE,TRUE
BLACKBUCK LIMITED,BLACKBUCK,INE0UIZ01018,STOCK,EQUITY,NSE,TRUE
BEML Land Assets Limited,BLAL,INE0N7W01012,STOCK,EQUITY,NSE,TRUE
BLB Limited,BLBLIMITED,INE791A01024,STOCK,EQUITY,NSE,TRUE
Bliss GVS Pharma Limited,BLISSGVS,INE416D01022,STOCK,EQUITY,NSE,TRUE
B. L. Kashyap and Sons Limited,BLKASHYAP,INE350H01032,STOCK,EQUITY,NSE,TRUE
BLS International Services Limited,BLS,INE153T01027,STOCK,EQUITY,NSE,TRUE
BLS E-Services Limited,BLSE,INE0NLT01010,STOCK,EQUITY,NSE,TRUE
Blue Chip India Limited,BLUECHIP,INE657B01025,STOCK,EQUITY,NSE,TRUE
Blue Coast Hotels Limited,BLUECOAST,INE472B01011,STOCK,EQUITY,NSE,TRUE
Blue Dart Express Limited,BLUEDART,INE233B01017,STOCK,EQUITY,NSE,TRUE
Blue Jet Healthcare Limited,BLUEJET,INE0KBH01020,STOCK,EQUITY,NSE,TRUE
Blue Star Limited,BLUESTARCO,INE472A01039,STOCK,EQUITY,NSE,TRUE
BlueStone Jewellery and Lifestyle Limited,BLUESTONE,INE304W01038,STOCK,EQUITY,NSE,TRUE
Bluspring Enterprises Limited,BLUSPRING,INE0U4101014,STOCK,EQUITY,NSE,TRUE
BMW Ventures Limited,BMWVENTLTD,INE965W01036,STOCK,EQUITY,NSE,TRUE
Bodal Chemicals Limited,BODALCHEM,INE338D01028,STOCK,EQUITY,NSE,TRUE
Bohra Industries Limited,BOHRAIND,INE802W01023,STOCK,EQUITY,NSE,TRUE
Bombay Dyeing & Mfg Company Limited,BOMDYEING,INE032A01023,STOCK,EQUITY,NSE,TRUE
Bonlon Industries Limited,BONLON,INE0B9A01018,STOCK,EQUITY,NSE,TRUE
Borana Weaves Limited,BORANA,INE16SF01016,STOCK,EQUITY,NSE,TRUE
Borosil Limited,BOROLTD,INE02PY01013,STOCK,EQUITY,NSE,TRUE
BOROSIL RENEWABLES LIMITED,BORORENEW,INE666D01022,STOCK,EQUITY,NSE,TRUE
Borosil Scientific Limited,BOROSCI,INE02L001032,STOCK,EQUITY,NSE,TRUE
BOSCH HOME COMFORT INDIA LIMITED,BOSCH-HCIL,INE782A01015,STOCK,EQUITY,NSE,TRUE
Bosch Limited,BOSCHLTD,INE323A01026,STOCK,EQUITY,NSE,TRUE
Bharat Petroleum Corporation Limited,BPCL,INE029A01011,STOCK,EQUITY,NSE,TRUE
BPL Limited,BPL,INE110A01019,STOCK,EQUITY,NSE,TRUE
Brigade Enterprises Limited,BRIGADE,INE791I01019,STOCK,EQUITY,NSE,TRUE
Brigade Hotel Ventures Limited,BRIGHOTEL,INE03NU01014,STOCK,EQUITY,NSE,TRUE
Britannia Industries Limited,BRITANNIA,INE216A01030,STOCK,EQUITY,NSE,TRUE
Bharat Road Network Limited,BRNL,INE727S01012,STOCK,EQUITY,NSE,TRUE
Brooks Laboratories Limited,BROOKS,INE650L01011,STOCK,EQUITY,NSE,TRUE
BSE Limited,BSE,INE118H01025,STOCK,EQUITY,NSE,TRUE
Bombay Super Hybrid Seeds Limited,BSHSL,INE032Z01020,STOCK,EQUITY,NSE,TRUE
BSL Limited,BSL,INE594B01012,STOCK,EQUITY,NSE,TRUE
BIRLASOFT LIMITED,BSOFT,INE836A01035,STOCK,EQUITY,NSE,TRUE
Bodhi Tree Multimedia Limited,BTML,INE0EEJ01023,STOCK,EQUITY,NSE,TRUE
Shankara Buildpro Limited,BUILDPRO,INE24OJ01011,STOCK,EQUITY,NSE,TRUE
Butterfly Gandhimathi Appliances Limited,BUTTERFLY,INE295F01017,STOCK,EQUITY,NSE,TRUE
Barak Valley Cements Limited,BVCL,INE139I01011,STOCK,EQUITY,NSE,TRUE
The Byke Hospitality Ltd,BYKE,INE319B01014,STOCK,EQUITY,NSE,TRUE
California Software Company Limited,CALSOFT,INE526B01014,STOCK,EQUITY,NSE,TRUE
Camlin Fine Sciences Limited,CAMLINFINE,INE052I01032,STOCK,EQUITY,NSE,TRUE
Campus Activewear Limited,CAMPUS,INE278Y01022,STOCK,EQUITY,NSE,TRUE
Computer Age Management Services Limited,CAMS,INE596I01020,STOCK,EQUITY,NSE,TRUE
Canara Bank,CANBK,INE476A01022,STOCK,EQUITY,NSE,TRUE
Can Fin Homes Limited,CANFINHOME,INE477A01020,STOCK,EQUITY,NSE,TRUE
Canara HSBC Life Insurance Company Limited,CANHLIFE,INE01TY01017,STOCK,EQUITY,NSE,TRUE
Cantabil Retail India Limited,CANTABIL,INE068L01024,STOCK,EQUITY,NSE,TRUE
Capacit'e Infraprojects Limited,CAPACITE,INE264T01014,STOCK,EQUITY,NSE,TRUE
Capillary Technologies India Limited,CAPILLARY,INE0ILV01024,STOCK,EQUITY,NSE,TRUE
Capital Small Finance Bank Limited,CAPITALSFB,INE646H01017,STOCK,EQUITY,NSE,TRUE
Caplin Point Laboratories Limited,CAPLIPOINT,INE475E01026,STOCK,EQUITY,NSE,TRUE
Capital Trust Limited,CAPTRUST,INE707C01018,STOCK,EQUITY,NSE,TRUE
Carborundum Universal Limited,CARBORUNIV,INE120A01034,STOCK,EQUITY,NSE,TRUE
CARE Ratings Limited,CARERATING,INE752H01013,STOCK,EQUITY,NSE,TRUE
Carraro India Limited,CARRARO,INE0V7W01012,STOCK,EQUITY,NSE,TRUE
Cartrade Tech Limited,CARTRADE,INE290S01011,STOCK,EQUITY,NSE,TRUE
CARYSIL LIMITED,CARYSIL,INE482D01024,STOCK,EQUITY,NSE,TRUE
Castrol India Limited,CASTROLIND,INE172A01027,STOCK,EQUITY,NSE,TRUE
AvenuesAI Limited,CCAVENUE,INE483S01020,STOCK,EQUITY,NSE,TRUE
Consolidated Construction Consortium Limited,CCCL,INE429I01024,STOCK,EQUITY,NSE,TRUE
Country Club Hospitality & Holidays Limited,CCHHL,INE652F01027,STOCK,EQUITY,NSE,TRUE
CCL Products (India) Limited,CCL,INE421D01022,STOCK,EQUITY,NSE,TRUE
Central Depository Services (India) Limited,CDSL,INE736A01011,STOCK,EQUITY,NSE,TRUE
CEAT Limited,CEATLTD,INE482A01020,STOCK,EQUITY,NSE,TRUE
Ceigall India Limited,CEIGALL,INE0AG901020,STOCK,EQUITY,NSE,TRUE
Ceinsys Tech Limited,CEINSYS,INE016Q01014,STOCK,EQUITY,NSE,TRUE
Celebrity Fashions Limited,CELEBRITY,INE185H01016,STOCK,EQUITY,NSE,TRUE
Cello World Limited,CELLO,INE0LMW01024,STOCK,EQUITY,NSE,TRUE
Cemindia Projects Limited,CEMPRO,INE686A01026,STOCK,EQUITY,NSE,TRUE
Century Enka Limited,CENTENKA,INE485A01015,STOCK,EQUITY,NSE,TRUE
Century Extrusions Limited,CENTEXT,INE281A01026,STOCK,EQUITY,NSE,TRUE
Central Bank of India,CENTRALBK,INE483A01010,STOCK,EQUITY,NSE,TRUE
Centrum Capital Limited,CENTRUM,INE660C01027,STOCK,EQUITY,NSE,TRUE
Centum Electronics Limited,CENTUM,INE320B01020,STOCK,EQUITY,NSE,TRUE
Century Plyboards (India) Limited,CENTURYPLY,INE348B01021,STOCK,EQUITY,NSE,TRUE
Cera Sanitaryware Limited,CERA,INE739E01017,STOCK,EQUITY,NSE,TRUE
Cerebra Integrated Technologies Limited,CEREBRAINT,INE345B01019,STOCK,EQUITY,NSE,TRUE
CESC Limited,CESC,INE486A01021,STOCK,EQUITY,NSE,TRUE
Concord Enviro Systems Limited,CEWATER,INE037Z01029,STOCK,EQUITY,NSE,TRUE
Capri Global Capital Limited,CGCL,INE180C01042,STOCK,EQUITY,NSE,TRUE
CG Power and Industrial Solutions Limited,CGPOWER,INE067A01029,STOCK,EQUITY,NSE,TRUE
Chalet Hotels Limited,CHALET,INE427F01016,STOCK,EQUITY,NSE,TRUE
Chambal Fertilizers & Chemicals Limited,CHAMBLFERT,INE085A01013,STOCK,EQUITY,NSE,TRUE
Chembond Material Technologies Limited,CHEMBOND,INE995D01025,STOCK,EQUITY,NSE,TRUE
Chembond Chemicals Limited,CHEMBONDCH,INE0TGX01019,STOCK,EQUITY,NSE,TRUE
Chemcon Speciality Chemicals Limited,CHEMCON,INE03YM01018,STOCK,EQUITY,NSE,TRUE
Chemfab Alkalis Limited,CHEMFAB,INE783X01023,STOCK,EQUITY,NSE,TRUE
Chemplast Sanmar Limited,CHEMPLASTS,INE488A01050,STOCK,EQUITY,NSE,TRUE
Chennai Petroleum Corporation Limited,CHENNPETRO,INE178A01016,STOCK,EQUITY,NSE,TRUE
Cheviot Company Limited,CHEVIOT,INE974B01016,STOCK,EQUITY,NSE,TRUE
Choice International Limited,CHOICEIN,INE102B01014,STOCK,EQUITY,NSE,TRUE
Cholamandalam Investment and Finance Company Limited,CHOLAFIN,INE121A01024,STOCK,EQUITY,NSE,TRUE
Cholamandalam Financial Holdings Limited,CHOLAHLDNG,INE149A01033,STOCK,EQUITY,NSE,TRUE
CIE Automotive India Limited,CIEINDIA,INE536H01010,STOCK,EQUITY,NSE,TRUE
Capital India Finance Limited,CIFL,INE345H01024,STOCK,EQUITY,NSE,TRUE
Cigniti Technologies Limited,CIGNITITEC,INE675C01017,STOCK,EQUITY,NSE,TRUE
Cineline India Limited,CINELINE,INE704H01022,STOCK,EQUITY,NSE,TRUE
Cinevista Limited,CINEVISTA,INE039B01026,STOCK,EQUITY,NSE,TRUE
Cipla Limited,CIPLA,INE059A01026,STOCK,EQUITY,NSE,TRUE
CLC Industries Limited,CLCIND,INE376C01038,STOCK,EQUITY,NSE,TRUE
Clean Science and Technology Limited,CLEAN,INE227W01023,STOCK,EQUITY,NSE,TRUE
Clean Max Enviro Energy Solutions Limited,CLEANMAX,INE647U01026,STOCK,EQUITY,NSE,TRUE
CL Educate Limited,CLEDUCATE,INE201M01029,STOCK,EQUITY,NSE,TRUE
Chaman Lal Setia Exports Limited,CLSEL,INE419D01026,STOCK,EQUITY,NSE,TRUE
CMI Limited,CMICABLES,INE981B01011,STOCK,EQUITY,NSE,TRUE
CMS Info Systems Limited,CMSINFO,INE925R01014,STOCK,EQUITY,NSE,TRUE
Creative Newtech Limited,CNL,INE985W01018,STOCK,EQUITY,NSE,TRUE
Coal India Limited,COALINDIA,INE522F01014,STOCK,EQUITY,NSE,TRUE
Coastal Corporation Limited,COASTCORP,INE377E01024,STOCK,EQUITY,NSE,TRUE
Cochin Shipyard Limited,COCHINSHIP,INE704P01025,STOCK,EQUITY,NSE,TRUE
Coffee Day Enterprises Limited,COFFEEDAY,INE335K01011,STOCK,EQUITY,NSE,TRUE
Coforge Limited,COFORGE,INE591G01025,STOCK,EQUITY,NSE,TRUE
Cohance Lifesciences Limited,COHANCE,INE03QK01018,STOCK,EQUITY,NSE,TRUE
Colgate Palmolive (India) Limited,COLPAL,INE259A01022,STOCK,EQUITY,NSE,TRUE
Compuage Infocom Limited,COMPINFO,INE070C01037,STOCK,EQUITY,NSE,TRUE
Compucom Software Limited,COMPUSOFT,INE453B01029,STOCK,EQUITY,NSE,TRUE
Commercial Syn Bags Limited,COMSYN,INE073V01015,STOCK,EQUITY,NSE,TRUE
Container Corporation of India Limited,CONCOR,INE111A01025,STOCK,EQUITY,NSE,TRUE
Concord Biotech Limited,CONCORDBIO,INE338H01029,STOCK,EQUITY,NSE,TRUE
Confidence Petroleum India Limited,CONFIPET,INE552D01024,STOCK,EQUITY,NSE,TRUE
Consolidated Finvest & Holdings Limited,CONSOFINVT,INE025A01027,STOCK,EQUITY,NSE,TRUE
Control Print Limited,CONTROLPR,INE663B01015,STOCK,EQUITY,NSE,TRUE
Coral India Finance & Housing Limited,CORALFINAC,INE558D01021,STOCK,EQUITY,NSE,TRUE
Cords Cable Industries Limited,CORDSCABLE,INE792I01017,STOCK,EQUITY,NSE,TRUE
Coromandel International Limited,COROMANDEL,INE169A01031,STOCK,EQUITY,NSE,TRUE
CORONA Remedies Limited,CORONA,INE02ZQ01018,STOCK,EQUITY,NSE,TRUE
COSMO FIRST LIMITED,COSMOFIRST,INE757A01017,STOCK,EQUITY,NSE,TRUE
Country Condo's Limited,COUNCODOS,INE695B01025,STOCK,EQUITY,NSE,TRUE
CP Capital Limited,CPCAP,INE521J01018,STOCK,EQUITY,NSE,TRUE
Career Point Edutech Limited,CPEDU,INE0P6P01016,STOCK,EQUITY,NSE,TRUE
Aditya Infotech Limited,CPPLUS,INE819V01029,STOCK,EQUITY,NSE,TRUE
Craftsman Automation Limited,CRAFTSMAN,INE00LO01017,STOCK,EQUITY,NSE,TRUE
Canara Robeco Asset Management Company Limited,CRAMC,INE218I01013,STOCK,EQUITY,NSE,TRUE
Creative Eye Limited,CREATIVEYE,INE230B01021,STOCK,EQUITY,NSE,TRUE
CREDITACCESS GRAMEEN LIMITED,CREDITACC,INE741K01010,STOCK,EQUITY,NSE,TRUE
Crest Ventures Limited,CREST,INE559D01011,STOCK,EQUITY,NSE,TRUE
CRISIL Limited,CRISIL,INE007A01025,STOCK,EQUITY,NSE,TRUE
Crizac Limited,CRIZAC,INE0S4R01014,STOCK,EQUITY,NSE,TRUE
Crompton Greaves Consumer Electricals Limited,CROMPTON,INE299U01018,STOCK,EQUITY,NSE,TRUE
Crown Lifters Limited,CROWN,INE491V01019,STOCK,EQUITY,NSE,TRUE
CSB Bank Limited,CSBBANK,INE679A01013,STOCK,EQUITY,NSE,TRUE
CSL Finance Limited,CSLFINANCE,INE718F01018,STOCK,EQUITY,NSE,TRUE
Cambridge Technology Enterprises Limited,CTE,INE627H01017,STOCK,EQUITY,NSE,TRUE
City Union Bank Limited,CUB,INE491A01021,STOCK,EQUITY,NSE,TRUE
Cubex Tubings Limited,CUBEXTUB,INE144D01012,STOCK,EQUITY,NSE,TRUE
Cummins India Limited,CUMMINSIND,INE298A01020,STOCK,EQUITY,NSE,TRUE
Cupid Limited,CUPID,INE509F01029,STOCK,EQUITY,NSE,TRUE
Cura Technologies Limited,CURAA,INE117B01020,STOCK,EQUITY,NSE,TRUE
Cyber Media (India) Limited,CYBERMEDIA,INE278G01037,STOCK,EQUITY,NSE,TRUE
Cybertech Systems And Software Limited,CYBERTECH,INE214A01019,STOCK,EQUITY,NSE,TRUE
Cyient Limited,CYIENT,INE136B01020,STOCK,EQUITY,NSE,TRUE
Cyient DLM Limited,CYIENTDLM,INE055S01018,STOCK,EQUITY,NSE,TRUE
Dabur India Limited,DABUR,INE016A01026,STOCK,EQUITY,NSE,TRUE
Dalmia Bharat Limited,DALBHARAT,INE00R701025,STOCK,EQUITY,NSE,TRUE
Dalmia Bharat Sugar and Industries Limited,DALMIASUG,INE495A01022,STOCK,EQUITY,NSE,TRUE
Dam Capital Advisors Limited,DAMCAPITAL,INE284H01025,STOCK,EQUITY,NSE,TRUE
Damodar Industries Limited,DAMODARIND,INE497D01022,STOCK,EQUITY,NSE,TRUE
Dangee Dums Limited,DANGEE,INE688Y01022,STOCK,EQUITY,NSE,TRUE
Datamatics Global Services Limited,DATAMATICS,INE365B01017,STOCK,EQUITY,NSE,TRUE
Data Patterns (India) Limited,DATAPATTNS,INE0IX101010,STOCK,EQUITY,NSE,TRUE
Davangere Sugar Company Limited,DAVANGERE,INE179G01029,STOCK,EQUITY,NSE,TRUE
D.B.Corp Limited,DBCORP,INE950I01011,STOCK,EQUITY,NSE,TRUE
Deepak Builders & Engineers India Limited,DBEIL,INE0OPA01019,STOCK,EQUITY,NSE,TRUE
Dilip Buildcon Limited,DBL,INE917M01012,STOCK,EQUITY,NSE,TRUE
Dhampur Bio Organics Limited,DBOL,INE0I3401014,STOCK,EQUITY,NSE,TRUE
Valor Estate Limited,DBREALTY,INE879I01012,STOCK,EQUITY,NSE,TRUE
DB (International) Stock Brokers Limited,DBSTOCKBRO,INE921B01025,STOCK,EQUITY,NSE,TRUE
Dishman Carbogen Amcis Limited,DCAL,INE385W01011,STOCK,EQUITY,NSE,TRUE
DCB Bank Limited,DCBBANK,INE503A01015,STOCK,EQUITY,NSE,TRUE
Dc Infotech And Communication Limited,DCI,INE0A1101019,STOCK,EQUITY,NSE,TRUE
DCM  Limited,DCM,INE498A01018,STOCK,EQUITY,NSE,TRUE
DCM Financial Services Limited,DCMFINSERV,INE891B01012,STOCK,EQUITY,NSE,TRUE
DCM Nouvelle Limited,DCMNVL,INE08KP01019,STOCK,EQUITY,NSE,TRUE
